x,y,z,yaw,velocity,change_flag
-58.0166,157.5790,-1.5342,-1.6563,9.4544,0
-58.1051,156.3473,-1.5321,-1.6558,8.7145,0
-58.1656,155.3322,-1.5158,-1.6551,8.5358,0
-58.2324,154.1029,-1.5173,-1.6532,9.3733,0
-58.3144,153.0943,-1.5116,-1.6514,8.6372,0
-58.3663,152.0895,-1.5026,-1.6488,9.1987,0
-58.4400,151.0620,-1.5030,-1.6456,9.3807,0
-58.4807,150.0439,-1.4971,-1.6408,9.5095,0
-58.5371,149.0071,-1.4748,-1.6365,8.8814,0
-58.5995,147.7627,-1.4979,-1.6302,9.2153,0
-58.6293,146.7554,-1.4782,-1.6253,9.1787,0
-58.6588,145.5734,-1.4817,-1.6170,8.4426,0
-58.6787,144.3560,-1.4414,-1.6088,8.3217,0
-58.7125,143.2088,-1.4451,-1.6015,8.3009,0
-58.7112,142.0786,-1.4179,-1.5936,8.5504,0
-58.7043,140.9647,-1.4132,-1.5862,8.2121,0
-58.7080,139.8597,-1.4050,-1.5790,7.5968,0
-58.6811,138.7737,-1.4070,-1.5741,7.4918,0
-58.6462,137.6937,-1.3931,-1.5696,7.4910,0
-58.6426,136.6027,-1.3844,-1.5682,7.7439,0
-58.6187,135.4928,-1.3701,-1.5682,7.7164,0
-58.5980,134.3659,-1.3739,-1.5675,7.9108,0
-58.5638,133.2215,-1.3573,-1.5676,7.9249,0
-58.5327,132.0574,-1.3423,-1.5665,8.1654,0
-58.4914,130.9021,-1.3245,-1.5666,8.1951,0
-58.4711,129.7627,-1.3197,-1.5655,7.9457,0
-58.4167,128.6325,-1.3142,-1.5655,8.0846,0
-58.4079,127.5273,-1.3023,-1.5668,7.6954,0
-58.3751,126.4077,-1.3030,-1.5667,8.0069,0
-58.3441,125.3156,-1.2942,-1.5665,7.8293,0
-58.3211,124.2100,-1.2857,-1.5660,7.9390,0
