x,y,z,yaw,velocity,change_flag
-48.5951,108.9923,-1.5475,1.5643,0.0,0
-48.6030,109.5497,-1.5668,1.5683,7.0,0
-48.6132,110.0521,-1.5662,1.5712,7.0,0
-48.6338,110.6218,-1.5675,1.5730,7.0,0
-48.6501,111.1537,-1.5721,1.5754,7.0,0
-48.6558,111.7648,-1.5733,1.5779,7.0,0
-48.6568,112.2748,-1.5780,1.5799,7.0,0
-48.6848,112.7926,-1.5864,1.5805,7.0,0
-48.7102,113.3418,-1.5872,1.5808,7.0,0
-48.7245,113.9266,-1.5985,1.5808,7.0,0
-48.7205,114.5519,-1.5967,1.5813,7.0,0
-48.7441,115.1776,-1.6102,1.5813,7.0,0
-48.7715,115.8188,-1.6200,1.5820,7.0,0
-48.8032,116.4697,-1.6277,1.5821,7.0,0
-48.8210,117.1266,-1.6301,1.5818,7.0,0
-48.8504,117.7773,-1.6364,1.5807,7.0,0
-48.8757,118.4328,-1.6396,1.5796,7.0,0
-48.8940,119.1301,-1.6371,1.5794,7.0,0
-48.9120,119.8232,-1.6462,1.5791,7.0,0
-48.9345,120.5180,-1.6539,1.5799,7.0,0
-48.9342,121.2384,-1.6647,1.5808,7.0,0
-48.9886,121.9396,-1.6733,1.5804,7.0,0
-49.0001,122.6855,-1.6747,1.5802,7.0,0
-49.0179,123.1971,-1.6663,1.5799,7.0,0
-49.0483,123.9313,-1.6680,1.5798,7.0,0
-49.0560,124.4501,-1.6646,1.5800,7.0,0
-49.0649,124.9686,-1.6649,1.5804,7.0,0
-49.1085,125.7265,-1.6813,1.5797,7.0,0
-49.1187,126.2455,-1.6722,1.5797,7.0,0
-49.1308,126.7518,-1.6758,1.5794,7.0,0
-49.1591,127.2795,-1.6768,1.5789,7.0,0
-49.1680,127.7907,-1.6755,1.5784,7.0,0
-49.1799,128.3189,-1.6847,1.5785,7.0,0
-49.1836,128.8367,-1.6814,1.5785,7.0,0
-49.2064,129.3768,-1.6766,1.5783,7.0,0
-49.2089,129.9027,-1.6622,1.5775,7.0,0
-49.2271,130.4389,-1.6693,1.5778,7.0,0
-49.2287,130.9838,-1.6710,1.5777,7.0,0
-49.2603,131.5034,-1.6892,1.5783,7.0,0
-49.2641,132.0366,-1.6791,1.5770,7.0,0
-49.2748,132.5514,-1.6820,1.5768,7.0,0
-49.2856,133.0821,-1.6829,1.5765,7.0,0
-49.3070,133.6036,-1.6881,1.5768,7.0,0
-49.3208,134.1124,-1.6799,1.5763,7.0,0
-49.3373,134.6171,-1.6855,1.5755,7.0,0
-49.3473,135.1239,-1.6856,1.5753,7.0,0
-49.3714,135.8472,-1.6955,1.5740,7.0,0
-49.3763,136.5799,-1.6945,1.5737,7.0,0
-49.3843,137.3106,-1.6987,1.5722,7.0,0
-49.4056,138.0514,-1.7047,1.5713,7.0,0
-49.4253,138.5568,-1.7019,1.5700,7.0,0
-49.4249,139.3131,-1.6996,1.5690,7.0,0
-49.4514,140.0773,-1.7165,1.5684,7.0,0
-49.4390,140.6160,-1.7119,1.5675,7.0,0
-49.4514,141.1604,-1.7037,1.5668,7.0,0
-49.4686,141.6928,-1.7123,1.5666,7.0,0
-49.4738,142.2135,-1.7135,1.5654,7.0,0
-49.4755,142.7723,-1.7103,1.5646,7.0,0
-49.4978,143.3240,-1.7284,1.5633,7.0,0
-49.5027,143.8457,-1.7290,1.5636,7.0,0
-49.5084,144.3967,-1.7350,1.5637,7.0,0
-49.5155,144.9185,-1.7255,1.5633,7.0,0
-49.5177,145.4378,-1.7347,1.5634,7.0,0
-49.5383,145.9407,-1.7408,1.5632,7.0,0
-49.5436,146.4464,-1.7340,1.5640,7.0,0
-49.5503,146.9495,-1.7304,1.5636,7.0,0
-49.5605,147.4547,-1.7395,1.5633,7.0,0
-49.5643,148.1964,-1.7447,1.5633,7.0,0
-49.5762,148.9185,-1.7486,1.5630,7.0,0
-49.5933,149.6395,-1.7629,1.5641,7.0,0
-49.6037,150.3433,-1.7623,1.5653,7.0,0
-49.6109,151.0514,-1.7725,1.5666,7.0,0
-49.6329,151.7345,-1.7760,1.5672,7.0,0
-49.6336,152.4414,-1.7693,1.5689,7.0,0
-49.6619,153.1230,-1.7692,1.5702,7.0,0
-49.6801,153.8029,-1.7711,1.5711,7.0,0
-49.6875,154.4874,-1.7720,1.5715,7.0,0
-49.7003,155.1558,-1.7700,1.5728,7.0,0
-49.7248,155.8109,-1.7567,1.5739,7.0,0
-49.7237,156.4827,-1.7557,1.5754,7.0,0
-49.7671,157.1274,-1.7611,1.5833,7.0,0
-49.8053,157.7999,-1.7659,1.6016,7.0,0
-49.8568,158.4756,-1.7724,1.6279,7.0,0
-49.9136,159.1519,-1.7693,1.6589,7.0,0
-50.0016,159.8474,-1.7778,1.6910,7.0,0
-50.1107,160.5179,-1.7665,1.7232,7.0,0
-50.2221,161.1978,-1.7692,1.7540,7.0,0
-50.3763,161.8850,-1.7639,1.7804,7.0,0
-50.5373,162.5723,-1.7523,1.8023,7.0,0
-50.7208,163.2565,-1.7493,1.8210,7.0,0
-50.9036,163.9397,-1.7419,1.8362,7.0,0
-51.1061,164.6373,-1.7304,1.8437,7.0,0
-51.3036,165.3194,-1.7170,1.8451,7.0,0
-51.4993,165.9974,-1.7097,1.8410,7.0,0
-51.7005,166.6839,-1.6988,1.8354,7.0,0
-51.9027,167.3786,-1.6944,1.8274,7.0,0
-52.0857,168.0793,-1.6799,1.8175,7.0,0
-52.2924,168.7787,-1.6751,1.8054,7.0,0
-52.4778,169.4617,-1.6652,1.7928,7.0,0
-52.6472,170.1655,-1.6402,1.7761,7.0,0
-52.8150,170.8529,-1.6440,1.7578,7.0,0
-52.9725,171.5445,-1.6335,1.7360,7.0,0
-53.1091,172.2453,-1.6214,1.7120,7.0,0
-53.2203,172.9777,-1.6237,1.6866,7.0,0
-53.2815,173.4853,-1.6204,1.6688,7.0,0
-53.3607,174.2251,-1.6123,1.6419,7.0,0
-53.4361,174.9449,-1.6125,1.6148,7.0,0
-53.4570,175.4518,-1.6062,1.5967,7.0,0
-53.4812,176.2061,-1.5961,1.5685,7.0,0
-53.4882,176.7070,-1.5960,1.5511,7.0,0
-53.4887,177.4466,-1.5828,1.5236,7.0,0
-53.4644,177.9468,-1.5912,1.5054,7.0,0
-53.4427,178.4502,-1.5847,1.4874,7.0,0
-53.4178,178.9552,-1.5902,1.4686,7.0,0
-53.3161,179.7034,-1.5754,1.4404,7.0,0
-53.2494,180.2116,-1.5907,1.4237,7.0,0
-53.1825,180.7301,-1.5847,1.4105,7.0,0
-53.0588,181.4647,-1.5771,1.3969,7.0,0
-52.9864,181.9646,-1.5748,1.3894,7.0,0
-52.9005,182.4596,-1.5778,1.3844,7.0,0
-52.8072,182.9621,-1.5815,1.3795,7.0,0
-52.7186,183.4785,-1.5795,1.3751,7.0,0
-52.6342,184.0110,-1.5802,1.3712,7.0,0
-52.5371,184.5159,-1.5764,1.3674,7.0,0
-52.4414,185.0333,-1.5769,1.3642,7.0,0
-52.3392,185.5487,-1.5780,1.3625,7.0,0
-52.2455,186.0898,-1.5823,1.3614,7.0,0
-52.1408,186.6151,-1.5771,1.3604,7.0,0
-52.0536,187.1366,-1.5781,1.3606,7.0,0
-51.9473,187.6791,-1.5809,1.3606,7.0,0
-51.8442,188.2216,-1.5827,1.3617,7.0,0
-51.7501,188.7520,-1.5901,1.3634,7.0,0
-51.6511,189.2915,-1.5936,1.3667,7.0,0
-51.5574,189.8537,-1.5959,1.3725,7.0,0
-51.4632,190.3720,-1.5942,1.3786,7.0,0
-51.3751,190.8972,-1.6010,1.3865,7.0,0
-51.2823,191.4579,-1.5940,1.3949,7.0,0
-51.2032,191.9947,-1.6015,1.4048,7.0,0
-51.1355,192.5272,-1.6001,1.4151,7.0,0
-51.0585,193.0709,-1.5974,1.4263,7.0,0
-50.9966,193.6010,-1.5974,1.4382,7.0,0
-50.9484,194.1722,-1.5987,1.4506,7.0,0
-50.8767,194.6994,-1.5901,1.4625,7.0,0
-50.8345,195.2375,-1.5878,1.4742,7.0,0
-50.7944,195.7618,-1.5821,1.4861,7.0,0
-50.7295,196.2878,-1.5748,1.4974,7.0,0
-50.7025,196.8287,-1.5657,1.5097,7.0,0
-50.6850,197.3642,-1.5616,1.5200,7.0,0
-50.6802,197.8648,-1.5605,1.5295,7.0,0
-50.6722,198.3835,-1.5614,1.5366,7.0,0
-50.6613,199.1145,-1.5615,1.5420,7.0,0
-50.6608,199.6151,-1.5644,1.5448,7.0,0
-50.6436,200.3541,-1.5508,1.5493,7.0,0
-50.6470,201.0917,-1.5560,1.5555,7.0,0
-50.6617,201.8026,-1.5598,1.5636,7.0,0
-50.6649,202.5240,-1.5588,1.5708,7.0,0
-50.6885,203.2243,-1.5630,1.5784,7.0,0
-50.7086,203.9120,-1.5649,1.5840,7.0,0
-50.7426,204.5984,-1.5660,1.5861,7.0,0
-50.7623,205.2628,-1.5594,1.5855,7.0,0
-50.7908,205.9046,-1.5497,1.5839,7.0,0
-50.8247,206.5388,-1.5594,1.5836,7.0,0
-50.8435,207.1069,-1.5687,1.5829,7.0,0
-50.8572,207.6133,-1.5767,1.5837,7.0,0
-50.8734,208.1713,-1.5814,1.5840,5.0,0
-50.9067,208.6894,-1.5916,1.5843,0.0,0
